"ID","GROUP_TRUST_a","GROUP_TRUST_b","GROUP_TRUST_d","MISINFG"
2.01801e+11,1,1,2,2
2.01801e+11,1,1,3,1
2.01801e+11,1,1,4,2
2.01801e+11,2,1,2,1
2.01801e+11,2,2,2,1
2.01801e+11,2,2,2,2
2.01801e+11,3,3,4,2
2.01801e+11,2,1,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,1
2.01801e+11,1,1,2,1
2.01801e+11,1,1,4,1
2.01801e+11,2,1,1,1
2.01801e+11,2,1,3,1
2.01801e+11,3,4,3,2
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,3,4,2
2.01801e+11,3,3,4,2
2.01801e+11,1,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,1,3,2
2.01801e+11,2,2,2,1
2.01801e+11,1,1,4,2
2.01801e+11,3,3,4,2
2.01801e+11,3,2,3,2
2.01801e+11,1,1,2,1
2.01801e+11,2,2,3,2
2.01801e+11,4,4,4,2
2.01801e+11,2,2,2,2
2.01801e+11,3,2,4,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,2,2
2.01801e+11,2,3,3,2
2.01801e+11,3,3,3,2
2.01801e+11,1,1,4,2
2.01801e+11,4,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,1,2,2
2.01801e+11,1,3,4,1
2.01801e+11,2,2,3,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,1,1,2,1
2.01801e+11,1,1,2,1
2.01801e+11,2,2,4,2
2.01801e+11,4,4,4,1
2.01801e+11,3,3,2,2
2.01801e+11,3,2,4,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,2,2
2.01801e+11,4,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,4,4,4,1
2.01801e+11,1,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,4,2,4,2
2.01801e+11,1,2,3,1
2.01801e+11,3,2,3,2
2.01801e+11,1,1,2,1
2.01801e+11,1,1,4,1
2.01801e+11,3,2,4,1
2.01801e+11,4,3,2,1
2.01801e+11,1,1,1,2
2.01801e+11,3,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,1,2,2,2
2.01801e+11,1,2,4,1
2.01801e+11,4,4,3,2
2.01801e+11,2,3,4,2
2.01801e+11,1,1,1,1
2.01801e+11,2,1,2,1
2.01801e+11,3,3,4,1
2.01801e+11,1,2,2,2
2.01801e+11,1,1,3,2
2.01801e+11,2,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,3,4,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,1
2.01801e+11,1,1,4,1
2.01801e+11,1,2,3,1
2.01801e+11,1,1,3,1
2.01801e+11,2,1,2,1
2.01801e+11,4,4,4,2
2.01801e+11,1,1,4,1
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,1
2.01801e+11,2,4,2,1
2.01801e+11,3,3,2,2
2.01801e+11,4,3,2,2
2.01801e+11,3,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,3,1,99,2
2.01801e+11,1,2,2,2
2.01801e+11,2,3,3,1
2.01801e+11,3,3,4,1
2.01801e+11,4,4,4,2
2.01801e+11,2,2,2,1
2.01801e+11,3,2,3,2
2.01801e+11,1,2,3,1
2.01801e+11,1,1,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,4,1
2.01801e+11,1,2,2,1
2.01801e+11,1,2,4,1
2.01801e+11,4,4,1,1
2.01801e+11,2,2,4,1
2.01801e+11,2,1,4,1
2.01801e+11,1,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,2
2.01801e+11,4,4,4,1
2.01801e+11,3,2,4,2
2.01801e+11,1,1,2,1
2.01801e+11,1,1,3,1
2.01801e+11,4,3,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,1
2.01801e+11,1,3,3,1
2.01801e+11,4,4,4,2
2.01801e+11,1,1,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,3,3,4,2
2.01801e+11,3,2,2,2
2.01801e+11,1,1,2,2
2.01801e+11,3,2,2,1
2.01801e+11,2,1,2,2
2.01801e+11,2,2,2,2
2.01801e+11,1,2,3,1
2.01801e+11,2,1,4,2
2.01801e+11,3,3,3,2
2.01801e+11,3,2,4,1
2.01801e+11,3,3,3,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,2,2
2.01801e+11,4,4,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,1,2,4,1
2.01801e+11,3,2,4,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,1,3,3,1
2.01801e+11,1,3,2,1
2.01801e+11,3,1,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,4,1,1,2
2.01801e+11,2,2,2,1
2.01801e+11,1,2,2,1
2.01801e+11,3,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,2,1,1,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,2
2.01801e+11,4,2,4,1
2.01801e+11,4,4,4,2
2.01801e+11,1,2,3,1
2.01801e+11,1,1,4,1
2.01801e+11,2,1,1,2
2.01801e+11,1,2,4,2
2.01801e+11,2,1,3,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,3,2,4,2
2.01801e+11,3,2,3,1
2.01801e+11,3,1,3,1
2.01801e+11,3,2,4,1
2.01801e+11,1,2,3,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,99,99,99,1
2.01801e+11,1,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,4,2
2.01801e+11,2,2,4,1
2.01801e+11,3,2,4,2
2.01801e+11,1,3,4,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,3,2
2.01801e+11,2,1,2,1
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,3,3,3,2
2.01801e+11,1,4,3,2
2.01801e+11,4,3,4,2
2.01801e+11,2,2,2,1
2.01801e+11,3,3,4,1
2.01801e+11,1,2,2,2
2.01801e+11,2,1,3,1
2.01801e+11,1,1,2,1
2.01801e+11,3,2,2,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,2,2
2.01801e+11,1,1,2,1
2.01801e+11,2,4,4,1
2.01801e+11,2,2,4,2
2.01801e+11,4,4,4,2
2.01801e+11,3,3,4,1
2.01801e+11,3,2,4,2
2.01801e+11,1,1,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,1,1,2,1
2.01801e+11,1,1,99,1
2.01801e+11,1,1,3,1
2.01801e+11,1,3,4,1
2.01801e+11,3,3,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,2
2.01801e+11,3,3,2,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,4,1
2.01801e+11,4,4,4,1
2.01801e+11,2,2,2,2
2.01801e+11,1,1,4,2
2.01801e+11,2,1,3,1
2.01801e+11,4,2,2,1
2.01801e+11,4,4,4,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,1,2,3,1
2.01801e+11,2,1,3,2
2.01801e+11,1,2,4,2
2.01801e+11,3,3,3,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,3,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,4,2
2.01801e+11,3,2,2,2
2.01801e+11,2,2,4,1
2.01801e+11,1,1,3,1
2.01801e+11,2,2,4,1
2.01801e+11,1,2,2,1
2.01801e+11,4,2,1,2
2.01801e+11,2,2,3,1
2.01801e+11,1,2,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,1,3,1
2.01801e+11,2,2,3,2
2.01801e+11,4,4,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,4,4,3,1
2.01801e+11,2,2,3,2
2.01801e+11,1,1,4,1
2.01801e+11,3,3,4,1
2.01801e+11,3,3,3,2
2.01801e+11,1,2,4,1
2.01801e+11,2,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,2,2
2.01801e+11,2,2,3,2
2.01801e+11,1,1,2,2
2.01801e+11,2,1,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,1,1,1,1
2.01801e+11,2,2,4,1
2.01801e+11,3,2,3,2
2.01801e+11,2,2,2,1
2.01801e+11,1,2,4,2
2.01801e+11,2,2,2,1
2.01801e+11,1,1,3,1
2.01801e+11,4,4,4,1
2.01801e+11,2,2,4,2
2.01801e+11,1,2,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,3,3,3,2
2.01801e+11,3,3,2,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,4,1
2.01801e+11,3,2,2,2
2.01801e+11,1,3,4,1
2.01801e+11,4,3,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,3,1
2.01801e+11,1,1,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,4,2,1,2
2.01801e+11,2,2,3,2
2.01801e+11,4,3,3,2
2.01801e+11,2,2,2,2
2.01801e+11,3,3,4,1
2.01801e+11,2,1,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,4,4,4,1
2.01801e+11,3,3,4,2
2.01801e+11,1,1,3,1
2.01801e+11,4,3,4,1
2.01801e+11,3,2,3,2
2.01801e+11,2,1,4,2
2.01801e+11,1,1,3,2
2.01801e+11,2,3,3,2
2.01801e+11,3,4,3,1
2.01801e+11,3,3,3,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,3,2,4,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,2,2,4,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,2,3,2
2.01801e+11,4,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,4,3,4,2
2.01801e+11,1,1,3,1
2.01801e+11,2,2,2,2
2.01801e+11,3,3,3,2
2.01801e+11,2,1,2,1
2.01801e+11,3,3,3,2
2.01801e+11,4,2,2,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,3,3,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,4,2
2.01801e+11,3,3,2,1
2.01801e+11,2,2,4,2
2.01801e+11,4,4,4,2
2.01801e+11,3,3,4,2
2.01801e+11,2,1,4,1
2.01801e+11,4,4,2,2
2.01801e+11,4,3,2,2
2.01801e+11,1,4,4,2
2.01801e+11,3,2,3,2
2.01801e+11,1,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,2
2.01801e+11,3,3,3,2
2.01801e+11,4,4,4,1
2.01801e+11,1,2,4,1
2.01801e+11,1,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,3,1
2.01801e+11,1,1,3,1
2.01801e+11,2,1,3,2
2.01801e+11,3,2,4,2
2.01801e+11,1,1,4,1
2.01801e+11,3,2,4,2
2.01801e+11,2,3,4,2
2.01801e+11,4,3,3,2
2.01801e+11,3,3,4,1
2.01801e+11,4,4,4,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,3,3,3,2
2.01801e+11,3,2,3,2
2.01801e+11,3,3,4,2
2.01801e+11,1,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,2,3,2,2
2.01801e+11,4,3,3,2
2.01801e+11,1,2,3,2
2.01801e+11,1,2,3,1
2.01801e+11,3,3,4,2
2.01801e+11,1,2,3,2
2.01801e+11,3,3,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,2,3,1
2.01801e+11,3,2,1,1
2.01801e+11,1,2,3,1
2.01801e+11,1,2,2,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,2,2
2.01801e+11,2,1,3,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,1,1,2,2
2.01801e+11,2,1,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,2
2.01801e+11,3,3,4,2
2.01801e+11,2,1,2,2
2.01801e+11,2,2,3,2
2.01801e+11,3,1,2,2
2.01801e+11,1,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,3,2,2
2.01801e+11,2,2,3,2
2.01801e+11,3,3,3,1
2.01801e+11,2,1,4,2
2.01801e+11,2,3,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,3,1
2.01801e+11,3,1,1,2
2.01801e+11,2,2,3,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,1,2
2.01801e+11,4,4,4,2
2.01801e+11,2,2,3,2
2.01801e+11,3,3,3,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,2,1
2.01801e+11,2,2,4,2
2.01801e+11,3,3,2,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,3,2,4,2
2.01801e+11,2,1,2,2
2.01801e+11,1,3,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,3,4,2
2.01801e+11,4,3,3,2
2.01801e+11,4,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,4,3,4,2
2.01801e+11,2,1,3,2
2.01801e+11,2,2,2,2
2.01801e+11,3,2,4,2
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,2,1
2.01801e+11,3,3,3,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,2
2.01801e+11,3,2,3,2
2.01801e+11,4,2,4,2
2.01801e+11,2,1,1,2
2.01801e+11,1,1,3,1
2.01801e+11,2,1,4,1
2.01801e+11,3,2,3,1
2.01801e+11,4,3,3,1
2.01801e+11,3,1,3,2
2.01801e+11,2,3,1,2
2.01801e+11,3,1,4,2
2.01801e+11,1,1,3,2
2.01801e+11,3,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,2,2,4,1
2.01801e+11,1,2,4,1
2.01801e+11,2,2,1,2
2.01801e+11,1,1,1,1
2.01801e+11,3,2,4,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,4,2
2.01801e+11,4,3,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,2,2,2
2.01801e+11,2,1,2,1
2.01801e+11,2,1,4,2
2.01801e+11,2,3,3,1
2.01801e+11,3,2,2,1
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,1
2.01801e+11,1,1,4,1
2.01801e+11,1,3,4,1
2.01801e+11,3,2,3,2
2.01801e+11,3,3,4,2
2.01801e+11,1,1,3,1
2.01801e+11,2,1,2,1
2.01801e+11,2,2,3,1
2.01801e+11,2,3,3,1
2.01801e+11,3,3,3,1
2.01801e+11,1,1,2,2
2.01801e+11,2,2,2,2
2.01801e+11,3,2,4,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,3,1
2.01801e+11,3,2,2,1
2.01801e+11,3,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,4,4,4,2
2.01801e+11,4,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,3,2,1,2
2.01801e+11,1,1,3,1
2.01801e+11,4,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,4,3,4,2
2.01801e+11,2,2,2,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,2,1
2.01801e+11,4,1,4,2
2.01801e+11,4,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,4,2,4,2
2.01801e+11,2,2,2,2
2.01801e+11,3,3,3,1
2.01801e+11,2,2,3,1
2.01801e+11,4,3,4,1
2.01801e+11,2,1,4,1
2.01801e+11,3,2,4,2
2.01801e+11,4,3,4,2
2.01801e+11,4,2,2,2
2.01801e+11,4,1,4,1
2.01801e+11,4,3,2,2
2.01801e+11,1,1,3,2
2.01801e+11,1,1,3,1
2.01801e+11,3,3,1,2
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,3,2,4,2
2.01801e+11,3,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,4,2
2.01801e+11,2,2,4,2
2.01801e+11,2,1,4,2
2.01801e+11,3,2,4,2
2.01801e+11,1,2,3,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,2,2,1
2.01801e+11,2,2,4,1
2.01801e+11,1,3,2,1
2.01801e+11,2,2,2,1
2.01801e+11,2,1,2,2
2.01801e+11,1,4,1,1
2.01801e+11,2,3,4,1
2.01801e+11,1,2,4,1
2.01801e+11,3,2,4,2
2.01801e+11,3,2,2,2
2.01801e+11,3,2,3,2
2.01801e+11,3,3,4,1
2.01801e+11,3,2,4,1
2.01801e+11,3,3,4,1
2.01801e+11,1,1,4,1
2.01801e+11,4,4,3,2
2.01801e+11,4,2,3,2
2.01801e+11,3,3,2,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,2,2,3,1
2.01801e+11,1,2,3,2
2.01801e+11,2,3,3,1
2.01801e+11,2,2,1,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,1
2.01801e+11,3,3,3,1
2.01801e+11,3,4,1,1
2.01801e+11,3,2,4,2
2.01801e+11,2,2,4,1
2.01801e+11,3,1,4,1
2.01801e+11,1,1,4,1
2.01801e+11,3,3,4,2
2.01801e+11,3,2,4,2
2.01801e+11,3,3,4,2
2.01801e+11,4,3,4,2
2.01801e+11,3,3,2,2
2.01801e+11,3,3,3,2
2.01801e+11,2,1,3,1
2.01801e+11,1,1,4,1
2.01801e+11,3,2,4,2
2.01801e+11,3,3,3,1
2.01801e+11,1,2,4,2
2.01801e+11,4,2,1,2
2.01801e+11,3,2,4,2
2.01801e+11,3,3,4,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,1
2.01801e+11,2,1,3,2
2.01801e+11,3,2,4,2
2.01801e+11,3,2,2,2
2.01801e+11,2,2,3,2
2.01801e+11,4,2,2,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,1,3,2
2.01801e+11,3,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,3,2,3,2
2.01801e+11,4,1,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,4,3,4,1
2.01801e+11,2,2,2,1
2.01801e+11,3,3,3,2
2.01801e+11,4,3,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,3,4,2
2.01801e+11,2,3,3,2
2.01801e+11,3,2,2,1
2.01801e+11,2,1,2,1
2.01801e+11,2,2,3,1
2.01801e+11,2,1,4,1
2.01801e+11,1,1,3,1
2.01801e+11,1,1,3,2
2.01801e+11,2,2,3,2
2.01801e+11,1,2,2,1
2.01801e+11,2,2,3,1
2.01801e+11,4,3,4,1
2.01801e+11,2,2,4,2
2.01801e+11,3,2,4,2
2.01801e+11,2,2,4,1
2.01801e+11,4,3,2,2
2.01801e+11,4,3,4,2
2.01801e+11,1,1,3,1
2.01801e+11,3,2,3,1
2.01801e+11,3,2,2,1
2.01801e+11,2,2,3,2
2.01801e+11,3,3,3,2
2.01801e+11,1,1,4,2
2.01801e+11,2,2,1,2
2.01801e+11,3,3,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,4,1
2.01801e+11,3,3,2,2
2.01801e+11,3,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,1,3,1,2
2.01801e+11,3,3,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,1,4,1
2.01801e+11,3,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,2,1,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,4,4,4,2
2.01801e+11,2,2,2,1
2.01801e+11,3,2,3,1
2.01801e+11,3,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,3,2,4,1
2.01801e+11,3,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,3,1,4,2
2.01801e+11,2,2,4,2
2.01801e+11,2,4,4,1
2.01801e+11,1,2,3,1
2.01801e+11,2,2,4,2
2.01801e+11,2,1,2,2
2.01801e+11,3,3,2,2
2.01801e+11,3,3,4,2
2.01801e+11,3,2,2,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,4,1
2.01801e+11,3,2,2,2
2.01801e+11,3,2,4,2
2.01801e+11,2,2,2,2
2.01801e+11,2,1,2,1
2.01801e+11,1,1,4,1
2.01801e+11,1,1,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,2
2.01801e+11,2,2,2,1
2.01801e+11,4,2,4,2
2.01801e+11,2,2,2,1
2.01801e+11,4,2,3,2
2.01801e+11,3,2,2,1
2.01801e+11,1,2,4,2
2.01801e+11,2,1,3,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,3,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,1,2,1
2.01801e+11,2,2,3,1
2.01801e+11,3,1,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,3,2,4,2
2.01801e+11,1,1,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,3,3,3,2
2.01801e+11,3,2,3,1
2.01801e+11,4,3,3,2
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,4,2
2.01801e+11,1,1,1,1
2.01801e+11,2,2,2,1
2.01801e+11,2,1,3,1
2.01801e+11,1,2,2,1
2.01801e+11,1,1,4,1
2.01801e+11,3,2,4,2
2.01801e+11,1,2,4,1
2.01801e+11,2,1,4,1
2.01801e+11,2,1,2,1
2.01801e+11,3,2,3,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,4,2
2.01801e+11,3,1,3,2
2.01801e+11,4,2,3,1
2.01801e+11,1,2,3,1
2.01801e+11,3,3,4,2
2.01801e+11,2,2,4,2
2.01801e+11,2,2,4,2
2.01801e+11,3,3,4,1
2.01801e+11,2,2,2,2
2.01801e+11,2,1,2,2
2.01801e+11,3,3,4,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,3,4,2
2.01801e+11,4,3,3,1
2.01801e+11,2,2,1,1
2.01801e+11,2,1,3,2
2.01801e+11,2,2,3,1
2.01801e+11,1,1,4,1
2.01801e+11,2,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,4,4,3,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,2,2
2.01801e+11,2,1,4,2
2.01801e+11,2,1,3,2
2.01801e+11,1,1,3,1
2.01801e+11,2,1,3,1
2.01801e+11,1,1,2,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,2
2.01801e+11,3,2,2,2
2.01801e+11,2,2,3,2
2.01801e+11,1,1,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,3,3,2
2.01801e+11,2,2,3,2
2.01801e+11,3,2,1,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,2
2.01801e+11,3,2,3,1
2.01801e+11,2,1,3,1
2.01801e+11,3,2,2,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,2,1
2.01801e+11,2,1,3,2
2.01801e+11,3,2,3,1
2.01801e+11,3,3,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,3,2,3,2
2.01801e+11,2,2,3,2
2.01801e+11,1,1,4,2
2.01801e+11,3,3,3,2
2.01801e+11,4,3,4,2
2.01801e+11,4,2,2,2
2.01801e+11,4,2,3,2
2.01801e+11,4,2,4,2
2.01801e+11,4,2,3,1
2.01801e+11,2,2,4,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,2
2.01801e+11,2,2,2,2
2.01801e+11,4,3,4,1
2.01801e+11,3,2,4,2
2.01801e+11,3,1,3,2
2.01801e+11,1,1,4,1
2.01801e+11,1,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,3,4,2
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,2
2.01801e+11,2,3,3,2
2.01801e+11,3,2,4,2
2.01801e+11,1,1,4,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,3,1
2.01801e+11,2,2,4,1
2.01801e+11,2,2,4,2
2.01801e+11,1,1,4,1
2.01801e+11,4,3,3,1
2.01801e+11,3,2,3,1
2.01801e+11,2,2,2,2
2.01801e+11,4,2,4,2
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,2
2.01801e+11,4,3,2,2
2.01801e+11,2,2,2,1
2.01801e+11,3,3,4,2
2.01801e+11,2,2,2,2
2.01801e+11,2,1,3,1
2.01801e+11,1,1,2,2
2.01801e+11,3,2,2,2
2.01801e+11,2,2,2,1
2.01801e+11,2,2,3,1
2.01801e+11,3,3,4,1
2.01801e+11,2,3,2,2
2.01801e+11,2,2,2,1
2.01801e+11,3,3,4,2
2.01801e+11,1,2,4,2
2.01801e+11,3,3,4,2
2.01801e+11,4,4,3,1
2.01801e+11,4,3,4,2
2.01801e+11,3,2,2,2
2.01801e+11,1,3,4,1
2.01801e+11,1,1,2,1
2.01801e+11,1,2,2,2
2.01801e+11,2,2,2,2
2.01801e+11,1,3,4,2
2.01801e+11,2,2,2,1
2.01801e+11,1,2,4,1
2.01801e+11,4,2,1,2
2.01801e+11,2,2,4,1
2.01801e+11,1,1,3,1
2.01801e+11,2,2,3,1
2.01801e+11,3,3,3,1
2.01801e+11,2,2,3,1
2.01801e+11,1,2,1,2
2.01801e+11,2,2,4,1
2.01801e+11,4,2,4,2
2.01801e+11,4,2,4,2
2.01801e+11,2,1,3,2
2.01801e+11,2,2,4,1
